PROVINCE,DISTRICT,TEHSIL,TEHSILCODE,UCNAME,UC_UR,UCNumber,UCCODE,LATITUDE,LONGITUDE,NUMBEROFVILLAGES,VILLAGENUMBER,VILLAGECODE,VILLAGENAME
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,22,15351122,RANA MANZAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,21,15351121,MINA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,20,15351120,MASTORAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,19,15351119,MASHWANO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,18,15351118,MACHLA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,17,15351117,LAGHARAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,16,15351116,KWARO BAGH
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,15,15351115,KULAL DHERAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,14,15351114,KHAZANA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,13,15351113,KHATKAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,12,15351112,KARGHA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,11,15351111,GUMBAT BANDA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,10,15351110,GIDAR SHAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,9,1535119,GHAWAND
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,8,1535118,GHANAM SHAH
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,7,1535117,DALGRAM
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,6,1535116,BREKANAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,5,1535115,BESHEGRAM KOT
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,4,1535114,BESHEGRAM
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,3,1535113,BAGH
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,2,1535112,AWARI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,BESHEGRAM,Rural,1,153511,34.9773237,71.8448315,31,1,1535111,ASHROGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,33,15351233,ZIARAT KALAY
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,32,15351232,ZANAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,31,15351231,WAHDAT
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,30,15351230,TOPASIN
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,29,15351229,TARCHKOR
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,28,15351228,SRO GAL
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,27,15351227,SRAPO MANZAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,26,15351226,SHA BEKAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,25,15351225,SATARA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,24,15351224,PLANA DHERAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,23,15351223,PAJMORAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,22,15351222,OTALA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,21,15351221,NAMBATAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,20,15351220,NAGOTAL
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,19,15351219,MIRAKAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,18,15351218,MIAGANO KARIN
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,17,15351217,LAMOTAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,16,15351216,LALO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,15,15351215,LACHA PAYEEN
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,14,15351214,LACHA BALA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,13,15351213,KWAR KARIN
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,12,15351212,KURSHUNG
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,11,15351211,KHAIR SHA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,10,15351210,KAS BACHA KHEL
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,9,1535129,GORE
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,8,1535128,GAWAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,7,1535127,GAL
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,6,1535126,DIDAN PORA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,5,1535125,DABAKO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,4,1535124,BANDAGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,3,1535123,BANDA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,2,1535122,BAHDAR KALAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,GAL,Rural,2,153512,35.0118986,71.7743692,33,1,1535121,BABA GAM
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,35,15351335,ZARO SHAH
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,34,15351334,WALAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,33,15351333,TARAN PAYEEN
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,32,15351332,TARAN BALA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,31,15351331,TANGAR
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,30,15351330,TAKATAK
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,29,15351329,SHANDI INZAR
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,28,15351328,SHADAS
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,27,15351327,SARLARA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,26,15351326,SANGAR SHAH
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,25,15351325,RIDGE
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,24,15351324,PARPITAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,23,15351323,MUSLIM KHWAR
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,22,15351322,MULYANO BANDA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,21,15351321,MULO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,20,15351320,MERAMAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,19,15351319,MEGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,18,15351318,MAYARO BANDA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,17,15351317,MAINGANO DHERAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,16,15351316,KHAN ABAD DOKRAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,15,15351315,KHAN ABAD
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,14,15351314,KASAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,13,15351313,KARIM ABAD COLONY
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,12,15351312,KAGA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,11,15351311,GUMBATAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,10,15351310,GALGOOT
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,9,1535139,FAZL ABAD
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,8,1535138,DABONOO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,7,1535137,CHINARGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,6,1535136,CHINAR KOT
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,5,1535135,BARJO GAT
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,4,1535134,BARGHNDO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,3,1535133,BARGHANDO HAJI BABA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,2,1535132,ATTO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,KOTKAI,Rural,3,153513,34.9379167,71.8063817,35,1,1535131,AQAL
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,30,15351430,THAL
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,29,15351429,SAFARY
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,28,15351428,PARIKAS
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,27,15351427,ODIGRAM
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,26,15351426,NASAFI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,25,15351425,NAMAZ KOT
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,24,15351424,MANYAL
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,23,15351423,MAHABATKOTO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,22,15351422,LAL QILLA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,21,15351421,KUMBER
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,20,15351420,KOTKI DHERAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,19,15351419,KOLALANO SHA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,18,15351418,KHONA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,17,15351417,KHAZANA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,16,15351416,KHANAKAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,15,15351415,KATPATAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,14,15351414,INZARGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,13,15351413,HABIB ABAD
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,12,15351412,GURJAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,11,15351411,GUL DHERAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,10,15351410,GUL ABAD
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,9,1535149,DHERO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,8,1535148,DAWLAY
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,7,1535147,DAMAN
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,6,1535146,CHAMGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,5,1535145,CHALGAZAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,4,1535144,BURANAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,3,1535143,BARKHANAY
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,2,1535142,BANDAGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,LAL QILLA,Rural,4,153514,34.9669025,71.8134428,30,1,1535141,ASMAN BANDA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,37,15351537,ZAIMDARA KHAS
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,36,15351536,ZAIMDARA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,35,15351535,TANGO DHERAAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,34,15351534,SURMAKHA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,33,15351533,SHAGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,32,15351532,SHADROZAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,31,15351531,SAR DARGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,30,15351530,SANGATO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,29,15351529,SABAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,28,15351528,POLA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,27,15351527,NOOR KORONA MUSLIM ABAD JABAGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,26,15351526,NAQAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,25,15351525,MUAZZAMA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,24,15351524,MERGAM PAYEEN
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,23,15351523,MERGAM BALA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,22,15351522,MERGAM BALA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,21,15351521,MACHINE ABAD
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,20,15351520,LARA QILLA MANZA
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,19,15351519,LAR KANDAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,18,15351518,KHANDAK
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,17,15351517,KAS BALO KHAN
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,16,15351516,KAS
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,15,15351515,JABAROO
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,14,15351514,JABAGAI
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,13,15351513,GUHAR KAT
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,12,15351512,GHAFOOR ABAD
KHYBER PAKHTUNKHWA,LOWER DIR DISTRICT,LAL QILA SUB-DIVISION,1535,ZAIMDARA,Rural,5,153515,35.0055471,71.8056908,37,11,15351511,DHERAI
